problem_size,problem,instance,status,no_aug_cost,cost
50,CVRP,0,ok,10.7839088440,10.5434350967
50,CVRP,1,ok,12.9944295883,12.5562686920
50,CVRP,2,ok,13.5049362183,13.1646804810
50,CVRP,3,ok,10.2782993317,9.9351987839
50,CVRP,4,ok,10.5309963226,10.3870792389
50,CVRP,5,ok,9.8151063919,9.5288515091
50,CVRP,6,ok,9.6934375763,9.5648651123
50,CVRP,7,ok,7.9672975540,7.7905340195
50,CVRP,8,ok,11.5597248077,11.4037637711
50,CVRP,9,ok,11.6678752899,11.4644832611
50,CVRP,10,ok,11.3398790359,11.3051414490
50,CVRP,11,ok,11.1782875061,11.0136852264
50,CVRP,12,ok,11.6948699951,11.6948699951
50,CVRP,13,ok,10.8807449341,10.5752372742
50,CVRP,14,ok,9.6724891663,9.5724840164
50,CVRP,15,ok,10.8482408524,10.3933830261
50,CVRP,16,ok,9.2922496796,8.7728748322
50,CVRP,17,ok,11.2622728348,11.1745567322
50,CVRP,18,ok,10.2543096542,10.1719875336
50,CVRP,19,ok,10.8548898697,10.3585367203
50,CVRP,20,ok,10.4662780762,10.0660238266
50,CVRP,21,ok,10.0031547546,9.7505254745
50,CVRP,22,ok,13.0097322464,12.7192173004
50,CVRP,23,ok,10.0095767975,9.6706275940
50,CVRP,24,ok,11.0221920013,10.9293842316
50,CVRP,25,ok,11.2809486389,10.9276962280
50,CVRP,26,ok,9.0946140289,9.0946140289
50,CVRP,27,ok,11.6514825821,11.3944110870
50,CVRP,28,ok,9.8911790848,9.7623538971
50,CVRP,29,ok,9.9529285431,9.4070272446
50,CVRP,30,ok,9.2547874451,9.1432838440
50,CVRP,31,ok,12.3385305405,12.1241607666
50,CVRP,32,ok,10.9849424362,10.6536312103
50,CVRP,33,ok,10.6531276703,10.5353689194
50,CVRP,34,ok,10.6209812164,10.0516242981
50,CVRP,35,ok,10.4691905975,10.2920036316
50,CVRP,36,ok,9.4865894318,9.4043283463
50,CVRP,37,ok,10.2267885208,9.9079198837
50,CVRP,38,ok,11.5613079071,11.5613079071
50,CVRP,39,ok,11.4953165054,11.1867160797
50,CVRP,40,ok,10.8382759094,10.8382759094
50,CVRP,41,ok,10.8840808868,10.8840808868
